select d_year, count(*) from DATE group by d_year order by count(*) desc
1992	366
1996	366
1994	365
1995	365
1993	365
1997	365
1998	364

select d_year, count(*) from DATE JOIN LINEORDER on d_datekey = lo_orderdate group by d_year order by count(*) desc
1996	915491
1995	913927
1994	910519
1997	910019
1993	908238
1992	907994
1998	535027

select d_yearmonthnum, count(*) from DATE group by d_yearmonthnum order by count(*) desc
199308	31
199503	31
199212	31
199512	31
199712	31
199310	31
199410	31
199303	31
199508	31
199701	31
199810	31
199805	31
199501	31
199401	31
199201	31
199807	31
199708	31
199608	31
199710	31
199705	31
199601	31
199808	31
199605	31
199607	31
199405	31
199208	31
199801	31
199703	31
199305	31
199803	31
199507	31
199403	31
199707	31
199210	31
199408	31
199407	31
199207	31
199203	31
199205	31
199612	31
199312	31
199510	31
199505	31
199307	31
199603	31
199610	31
199301	31
199412	31
199709	30
199304	30
199206	30
199806	30
199404	30
199409	30
199504	30
199804	30
199511	30
199609	30
199411	30
199812	30
199309	30
199811	30
199311	30
199506	30
199704	30
199611	30
199204	30
199606	30
199604	30
199209	30
199306	30
199211	30
199711	30
199809	30
199406	30
199509	30
199706	30
199602	29
199202	29
199802	28
199702	28
199302	28
199402	28
199502	28

select d_yearmonthnum, count(*) from DATE JOIN LINEORDER on d_datekey = lo_orderdate group by d_yearmonthnum order by count(*) desc
199608	79102
199401	78537
199403	78095
199705	78040
199507	77978
199508	77977
199501	77914
199510	77848
199412	77786
199807	77744
199612	77728
199805	77725
199307	77724
199408	77690
199212	77631
199803	77588
199707	77549
199610	77467
199201	77440
199801	77437
199712	77391
199710	77324
199203	77322
199708	77286
199405	77182
199207	77167
199503	77112
199303	77089
199301	77007
199310	76988
199210	76928
199607	76868
199601	76859
199505	76770
199312	76761
199308	76628
199407	76596
199512	76470
199605	76445
199205	76361
199701	76351
199603	76283
199208	76217
199305	76108
199703	76106
199704	75915
199606	75728
199504	75695
199410	75569
199506	75530
199411	75507
199611	75472
199609	75401
199309	75339
199706	75284
199406	75261
199311	75023
199306	75017
199604	74941
199509	74836
199304	74824
199409	74736
199804	74713
199511	74701
199206	74587
199806	74584
199709	74530
199404	74494
199209	74315
199204	74258
199211	73794
199711	73744
199602	73197
199202	71974
199502	71096
199702	70499
199802	70453
199302	69730
199402	69066
199808	4783

select d_weeknuminyear, count(*) from DATE group by d_weeknuminyear order by count(*) desc
10	49
48	49
32	49
17	49
51	49
5	49
50	49
6	49
3	49
30	49
39	49
15	49
52	49
8	49
22	49
28	49
27	49
41	49
33	49
45	49
16	49
14	49
35	49
42	49
47	49
9	49
13	49
31	49
26	49
49	49
11	49
4	49
40	49
46	49
25	49
24	49
34	49
23	49
29	49
36	49
2	49
20	49
44	49
21	49
38	49
19	49
12	49
7	49
37	49
43	49
18	49
1	42
53	15

select d_weeknuminyear, count(*) from DATE JOIN LINEORDER on d_datekey = lo_orderdate group by d_weeknuminyear order by count(*) desc
7	124724
23	123520
18	123340
14	123194
26	123022
24	122961
6	122668
29	122469
27	122447
30	122441
22	122437
11	122416
10	122378
25	122222
12	122097
16	122075
2	122075
8	122010
3	121991
4	121950
15	121949
28	121887
5	121769
21	121353
17	121272
9	121249
20	121016
13	121016
19	120860
31	117329
1	105880
35	105211
49	105204
48	105193
40	105182
36	105179
38	105174
33	105162
32	105081
41	104998
43	104960
50	104857
34	104694
45	104608
46	104590
39	104548
51	104512
37	104134
47	104120
52	103754
44	103382
42	102973
53	35682

select p_mfgr, count(*) from PART group by p_mfgr order by count(*) desc
MFGR#1	40103
MFGR#3	40103
MFGR#5	39999
MFGR#2	39942
MFGR#4	39853

select p_mfgr, count(*) from PART JOIN LINEORDER on p_partkey = lo_partkey group by p_mfgr order by count(*) desc
MFGR#3	1203886
MFGR#1	1202269
MFGR#5	1201563
MFGR#2	1197593
MFGR#4	1195904

select p_brand1, count(*) from PART group by p_brand1 order by count(*) desc
MFGR#4127	249
MFGR#1417	247
MFGR#5534	242
MFGR#4120	240
MFGR#4117	240
MFGR#3233	237
MFGR#134	235
MFGR#4116	235
MFGR#2122	234
MFGR#5411	234
MFGR#2328	233
MFGR#2321	233
MFGR#1313	233
MFGR#2419	232
MFGR#2411	231
MFGR#2312	231
MFGR#2435	231
MFGR#3218	230
MFGR#2420	229
MFGR#1240	229
MFGR#2127	228
MFGR#5417	228
MFGR#114	228
MFGR#214	227
MFGR#5432	227
MFGR#3539	227
MFGR#5214	227
MFGR#215	227
MFGR#542	226
MFGR#5121	226
MFGR#3111	226
MFGR#1116	226
MFGR#1117	226
MFGR#4126	226
MFGR#5424	226
MFGR#5421	226
MFGR#2518	225
MFGR#2525	225
MFGR#5331	225
MFGR#413	225
MFGR#332	225
MFGR#4540	224
MFGR#4311	224
MFGR#1129	224
MFGR#421	224
MFGR#436	223
MFGR#2339	223
MFGR#2134	223
MFGR#5123	223
MFGR#1224	223
MFGR#4426	223
MFGR#4513	222
MFGR#435	222
MFGR#5211	222
MFGR#3340	222
MFGR#5332	222
MFGR#433	222
MFGR#1234	222
MFGR#4410	221
MFGR#4137	221
MFGR#4140	221
MFGR#3215	221
MFGR#5530	221
MFGR#2322	221
MFGR#4530	221
MFGR#2423	221
MFGR#1217	221
MFGR#3527	221
MFGR#4310	220
MFGR#2128	220
MFGR#2424	220
MFGR#2332	220
MFGR#1316	220
MFGR#1437	220
MFGR#1232	220
MFGR#4437	220
MFGR#5435	219
MFGR#554	219
MFGR#4537	219
MFGR#5517	219
MFGR#2532	219
MFGR#4324	219
MFGR#133	219
MFGR#3416	219
MFGR#359	219
MFGR#4226	219
MFGR#426	219
MFGR#118	219
MFGR#116	219
MFGR#2233	218
MFGR#5225	218
MFGR#4331	218
MFGR#4321	218
MFGR#3520	218
MFGR#237	218
MFGR#312	218
MFGR#4430	218
MFGR#5422	218
MFGR#3411	218
MFGR#5416	218
MFGR#1526	218
MFGR#2213	217
MFGR#5239	217
MFGR#1315	217
MFGR#3133	217
MFGR#3422	217
MFGR#219	217
MFGR#2219	217
MFGR#1326	217
MFGR#348	217
MFGR#1430	217
MFGR#1537	217
MFGR#2334	217
MFGR#2228	217
MFGR#3535	217
MFGR#5228	217
MFGR#1314	217
MFGR#225	217
MFGR#1140	217
MFGR#3433	217
MFGR#1125	217
MFGR#1512	216
MFGR#1536	216
MFGR#122	216
MFGR#4234	216
MFGR#335	216
MFGR#5537	216
MFGR#1421	216
MFGR#1312	216
MFGR#5124	216
MFGR#5326	216
MFGR#319	216
MFGR#352	216
MFGR#1124	216
MFGR#2323	216
MFGR#2239	216
MFGR#1413	216
MFGR#3425	215
MFGR#2338	215
MFGR#3128	215
MFGR#1514	215
MFGR#5529	215
MFGR#3530	215
MFGR#1522	215
MFGR#233	215
MFGR#148	215
MFGR#5334	215
MFGR#1226	214
MFGR#549	214
MFGR#5137	214
MFGR#5330	214
MFGR#4515	214
MFGR#1415	214
MFGR#4220	214
MFGR#5138	214
MFGR#158	214
MFGR#2431	214
MFGR#3314	214
MFGR#3136	214
MFGR#3518	214
MFGR#4237	214
MFGR#4328	214
MFGR#3327	214
MFGR#2538	213
MFGR#3328	213
MFGR#3237	213
MFGR#1426	213
MFGR#1126	213
MFGR#3135	213
MFGR#5136	213
MFGR#5131	213
MFGR#1111	213
MFGR#3517	213
